Coords,PGC,Name1,Name2,Name3,logD25,logD25err,RC3PA,logR25,logR25err,OrigCoords,Notes,SemiMajorAxis,SemiMinorAxis,PositionAngle,NEDRedshift
16h15m09.1704s +46d46m28.38s,PGC 57616,,MCG +08-30-001,IRAS16136+4653,0.99,0.1,,0.16,0.07,161509.2+464630,"NOPA,OFFSET 1.6 arcsec,PANedMed,",0.489,0.338,24.0,0.019594
16h16m18.3456s +47d02m47.076s,PGC 57678,A 1614+47,UGC 10310      R,DDO 204,1.45,0.04,165.0,0.1,0.06,161618.3+470245 A,"OFFSET 2.1 arcsec,",1.409,1.119,165.0,0.002388
16h16m45.0264s +52d01m00.444s,PGC 57695,A 1615+52,MCG +09-27-007,MK 0497,0.82,0.13,,0.17,0.07,161644.8+520047 A,"NOPA,OFFSET 13.6 arcsec,PANedMed,",0.33,0.223,53.0,0.033361
16h16m52s +53d00m21s,PGC 57707,IC 1211,UGC 10314      U,1ZW 139,1.01,0.07,,0.02,0.06,161652.0+530021 I,"NOPA,PANedMed,",0.512,0.489,44.0,0.01874
00h42m36.24s -01d59m42.792s,PGC,UGC 455,,,0.0,0.0,0.0,0.0,0.0,00h42m39.36s -01d59m34.8s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.8,0.8,100.0,0.01906
01h28m55.7808s -01d49m09.084s,PGC,UGC 1060,,,0.0,0.0,0.0,0.0,0.0,01h28m56.88s -01d48m28.8s,"UGCexclude,NEDcoords,",0.5,0.125,81.0,0.015968
01h13m04.6104s -01d43m33.816s,PGC,UGC 767,,,0.0,0.0,0.0,0.0,0.0,01h13m09.12s -01d43m08.4s,"UGCexclude,NEDcoords,",0.55,0.15,171.0,0.038827
00h40m59.58s -01d38m02.112s,PGC,UGC 435,,,0.0,0.0,0.0,0.0,0.0,00h41m03.36s -01d37m33.6s,"UGCexclude,NEDcoords,",0.6,0.4,25.0,0.018139
01h03m21.8112s -01d30m47.7s,PGC,UGC 647,,,0.0,0.0,0.0,0.0,0.0,01h03m27.12s -01d29m52.8s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.5,0.5,35.0,0.043113
00h22m23.0304s -01d18m12.204s,PGC,UGC 212,,,0.0,0.0,0.0,0.0,0.0,00h22m21.6s -01d17m20.4s,"UGCexclude,NEDcoords,",0.85,0.35,18.0,0.016238
01h18m32.2512s -01d11m50.424s,PGC,UGC 837,,,0.0,0.0,0.0,0.0,0.0,01h18m39.12s -01d12m14.4s,"UGCexclude,NEDcoords,",0.55,0.25,167.0,0.046814
00h56m56.9016s -01d12m42.696s,PGC,UGC 587,,,0.0,0.0,0.0,0.0,0.0,00h56m57.36s -01d11m45.6s,"UGCexclude,NEDcoords,NoPA,PANedMed,NedNoRedshift,",0.6,0.5,60.0,nan
01h04m16.8s -01d04m29.964s,PGC,UGC 661,,,0.0,0.0,0.0,0.0,0.0,01h04m21.36s -01d02m56.4s,"UGCexclude,NEDcoords,",0.5,0.3,108.0,0.017969
01h15m35.0256s -00d50m52.332s,PGC,UGC 807,,,0.0,0.0,0.0,0.0,0.0,01h15m33.36s -00d51m10.8s,"UGCexclude,NEDcoords,",0.55,0.25,40.0,0.03813
02h25m05.46s -00d36m14.616s,PGC,UGC 1876,,,0.0,0.0,0.0,0.0,0.0,02h25m03.36s -00d35m27.6s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.55,0.45,27.0,0.041226
00h23m37.6992s -00d30m23.004s,PGC,UGC 224,,,0.0,0.0,0.0,0.0,0.0,00h23m33.6s -00d30m21.6s,"UGCexclude,NEDcoords,NoPA,NedNoPA,NedNoRedshift,HANDADJ Major Minor,",0.78,0.42,0.0,nan
01h55m58.692s -00d19m40.008s,PGC,UGC 1401,,,0.0,0.0,0.0,0.0,0.0,01h55m57.36s -00d19m19.2s,"UGCexclude,NEDcoords,",0.5,0.06,145.0,0.02809
01h40m17.4672s -00d17m40.92s,PGC,UGC 1180,,,0.0,0.0,0.0,0.0,0.0,01h40m21.6s -00d17m49.2s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.55,0.5,21.0,0.058338
01h12m04.6176s -00d14m42.432s,PGC,UGC 753,,,0.0,0.0,0.0,0.0,0.0,01h12m03.6s -00d15m03.6s,"UGCexclude,NEDcoords,",0.6,0.35,60.0,0.044704
01h24m38.0904s -00d03m46.404s,PGC,UGC 961,,,0.0,0.0,0.0,0.0,0.0,01h24m33.6s -00d02m24s,"UGCexclude,NEDcoords,",0.6,0.15,54.0,0.027584
01h16m05.6016s -00d00m53.676s,PGC,UGC 821,,,0.0,0.0,0.0,0.0,0.0,01h16m09.6s -00d01m12s,"UGCexclude,NEDcoords,",0.5,0.15,70.0,0.044696
01h37m37.1472s +00d02m24.9s,PGC,UGC 1159,,,0.0,0.0,0.0,0.0,0.0,01h37m39.6s +00d03m14.4s,"UGCexclude,NEDcoords,",0.55,0.175,37.0,0.016468
01h10m50.8248s +00d11m53.34s,PGC,UGC 737,,,0.0,0.0,0.0,0.0,0.0,01h10m51.84s +00d11m56.4s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.65,0.5,90.0,0.017669
01h12m33.6816s +00d17m36.312s,PGC,UGC 757,,,0.0,0.0,0.0,0.0,0.0,01h12m33.84s +00d16m55.2s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.55,0.45,95.0,0.019117
00h50m42.7296s +00d25m58.476s,PGC,UGC 514,,,0.0,0.0,0.0,0.0,0.0,00h50m33.84s +00d27m18s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.5,0.45,24.0,0.068387
01h25m38.7744s +00d26m04.38s,PGC,UGC 1001,,,0.0,0.0,0.0,0.0,0.0,01h25m39.84s +00d27m36s,"UGCexclude,NEDcoords,",0.6,0.45,150.0,0.078811
02h26m36.5808s +00d38m56.004s,PGC,UGC 1911,,,0.0,0.0,0.0,0.0,0.0,02h26m34.08s +00d38m27.6s,"UGCexclude,NEDcoords,",0.5,0.05,131.0,0.040923
01h37m55.7112s +01d00m04.932s,PGC,UGC 1163,,,0.0,0.0,0.0,0.0,0.0,01h37m58.08s +01d00m14.4s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.5,0.45,108.0,0.04318
00h26m24.9792s +01d01m12s,PGC,UGC 252,,,0.0,0.0,0.0,0.0,0.0,00h26m21.84s +01d01m37.2s,"UGCexclude,NEDcoords,",0.55,0.4,120.0,0.017687
01h24m14.9256s +01d02m56.148s,PGC,UGC 951,,,0.0,0.0,0.0,0.0,0.0,01h24m10.08s +01d02m38.4s,"UGCexclude,NEDcoords,",0.65,0.2,28.0,0.018676
01h06m10.0512s +01d13m59.196s,PGC,UGC 676,,,0.0,0.0,0.0,0.0,0.0,01h06m16.08s +01d14m02.4s,"UGCexclude,NEDcoords,",0.7,0.25,22.0,0.049829
01h11m23.46s +01d16m43.212s,PGC,UGC 747,,,0.0,0.0,0.0,0.0,0.0,01h11m22.08s +01d16m55.2s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.5,0.1,60.0,0.022616
00h48m30.6s +01d21m15.012s,PGC,UGC 496,,,0.0,0.0,0.0,0.0,0.0,00h48m28.08s +01d21m21.6s,"UGCexclude,NEDcoords,NoPA,NedNoPA,HANDADJ PA,",0.75,0.45,90.0,0.062343
00h54m59.7408s +01d22m50.808s,PGC,UGC 563,,,0.0,0.0,0.0,0.0,0.0,00h55m04.08s +01d23m13.2s,"UGCexclude,NEDcoords,",0.6,0.4,20.0,0.041452
00h27m01.2192s +01d27m34.416s,PGC,UGC 257,,,0.0,0.0,0.0,0.0,0.0,00h26m51.84s +01d28m37.2s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.7,0.6,25.0,0.043
00h34m32.592s +01d38m58.74s,PGC,UGC 341,,,0.0,0.0,0.0,0.0,0.0,00h34m28.08s +01d40m30s,"UGCexclude,NEDcoords,NedNoRedshift,",0.6,0.5,66.0,nan
01h09m29.8392s +01d48m43.092s,PGC,UGC 721,,,0.0,0.0,0.0,0.0,0.0,01h09m34.32s +01d49m58.8s,"UGCexclude,NEDcoords,",0.5,0.125,35.0,0.01927
01h03m24.0504s +01d52m38.316s,PGC,UGC 648,,,0.0,0.0,0.0,0.0,0.0,01h03m34.32s +01d53m06s,"UGCexclude,NEDcoords,",0.55,0.25,125.0,0.047633
02h04m52.7592s +01d53m41.496s,PGC,UGC 1573,,,0.0,0.0,0.0,0.0,0.0,02h04m46.8s +01d54m21.6s,"UGCexclude,NEDcoords,NedNoRedshift,",0.5,0.1,148.0,nan
00h38m26.91s +01d58m36.3s,PGC,UGC 389,,,0.0,0.0,0.0,0.0,0.0,00h38m28.08s +01d58m30s,"UGCexclude,NEDcoords,HANDADJ Coords,",0.5,0.2,73.0,0.014777
01h04m47.7912s +02d07m04.008s,PGC,UGC 668,,,0.0,0.0,0.0,0.0,0.0,01h04m58.32s +02d09m03.6s,"UGCexclude,NEDcoords,NoPA,PANedMed,",11.0,10.0,10.0,-0.000781
01h07m32.0808s +02d10m59.196s,PGC,UGC 694,,,0.0,0.0,0.0,0.0,0.0,01h07m34.32s +02d11m02.4s,"UGCexclude,NEDcoords,",0.55,0.25,145.0,0.042306
01h08m11.5992s +02d11m51s,PGC,UGC 701,,,0.0,0.0,0.0,0.0,0.0,01h08m16.32s +02d12m00s,"UGCexclude,NEDcoords,NoPA,NedNoPA,HANDADJ Major Minor,",0.9,0.9,0.0,0.043884
01h09m18.4992s +02d12m02.988s,PGC,UGC 720,,,0.0,0.0,0.0,0.0,0.0,01h09m22.32s +02d12m57.6s,"UGCexclude,NEDcoords,NoPA,NedNoPA,NedNoRedshift,HANDADJ PA,",0.7,0.45,160.0,nan
01h27m07.6008s +02d16m00.984s,PGC,UGC 1028,,,0.0,0.0,0.0,0.0,0.0,01h27m10.56s +02d15m32.4s,"UGCexclude,NEDcoords,",0.5,0.25,12.0,0.020761
00h52m04.6992s +02d25m50.484s,PGC,UGC 531,,,0.0,0.0,0.0,0.0,0.0,00h52m10.32s +02d26m16.8s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.75,0.5,120.0,0.041942
00h39m21.4008s +02d27m22.392s,PGC,UGC 413,,,0.0,0.0,0.0,0.0,0.0,00h39m28.08s +02d26m27.6s,"UGCexclude,NEDcoords,",0.55,0.25,13.0,0.018056
02h23m36.3s +02d31m35.004s,PGC,UGC 1847,,,0.0,0.0,0.0,0.0,0.0,02h23m35.28s +02d31m33.6s,"UGCexclude,NEDcoords,NedNoRedshift,HANDADJ Major Minor,",0.825,0.15,117.0,nan
01h13m25.14s +02d37m53.616s,PGC,UGC 770,,,0.0,0.0,0.0,0.0,0.0,01h13m28.56s +02d38m52.8s,"UGCexclude,NEDcoords,NoPA,PANedMed,HANDADJ Major Minor,",0.65,0.65,0.0,0.046859
01h40m27.1992s +02d40m54.408s,PGC,UGC 1183,,,0.0,0.0,0.0,0.0,0.0,01h40m29.04s +02d41m09.6s,"UGCexclude,NEDcoords,",0.75,0.4,75.0,0.029117
02h07m51.7008s +02d40m38.604s,PGC,UGC 1621,,,0.0,0.0,0.0,0.0,0.0,02h07m47.28s +02d41m13.2s,"UGCexclude,NEDcoords,NedNoRedshift,",0.6,0.35,20.0,nan
01h42m05.9208s +02d48m08.208s,PGC,UGC 1190,,,0.0,0.0,0.0,0.0,0.0,01h42m05.04s +02d48m07.2s,"UGCexclude,NEDcoords,NedNoRedshift,",0.5,0.1,100.0,nan
00h29m51.3192s +02d56m40.812s,PGC,UGC 298,,,0.0,0.0,0.0,0.0,0.0,00h29m46.08s +02d58m33.6s,"UGCexclude,NEDcoords,NedNoRedshift,",0.5,0.15,111.0,nan
01h58m06.6696s +03d05m15.288s,PGC,UGC 1449,,,0.0,0.0,0.0,0.0,0.0,01h58m11.52s +03d04m33.6s,"UGCexclude,NEDcoords,NoPA,PANedMed,HANDADJ Major Minor,",1.43,0.585,25.0,0.018642
00h33m03.0888s +03d08m40.884s,PGC,UGC 324,,,0.0,0.0,0.0,0.0,0.0,00h32m58.32s +03d10m33.6s,"UGCexclude,NEDcoords,NedNoRedshift,",0.5,0.25,78.0,nan
01h57m33.972s +03d42m53.064s,PGC,UGC 1443,,,0.0,0.0,0.0,0.0,0.0,01h57m35.76s +03d43m37.2s,"UGCexclude,NEDcoords,NedNoRedshift,",0.6,0.4,167.0,nan
01h19m31.2s +03d54m31.104s,PGC,UGC 854,,,0.0,0.0,0.0,0.0,0.0,01h19m35.28s +03d54m43.2s,"UGCexclude,NEDcoords,",0.5,0.25,146.0,0.016948
02h13m28.2888s +04d00m22.716s,PGC,UGC 1709,,,0.0,0.0,0.0,0.0,0.0,02h13m30.24s +03d58m58.8s,"UGCexclude,NEDcoords,NedNoRedshift,",0.55,0.3,45.0,nan
10h44m03.6864s +43d54m12.132s,PGC,UGC 5845,,,0.0,0.0,0.0,0.0,0.0,10h44m07.2s +43d54m14.4s,"UGCexclude,NEDcoords,",0.55,0.4,160.0,0.025251
10h15m42.8496s +43d59m33.108s,PGC,UGC 5531,,,0.0,0.0,0.0,0.0,0.0,10h15m44.64s +43d59m02.4s,"UGCexclude,NEDcoords,",0.55,0.1,27.0,0.017311
13h10m25.3056s +43d59m21.444s,PGC,UGC 8252,,,0.0,0.0,0.0,0.0,0.0,13h10m26.4s +43d59m02.4s,"UGCexclude,NEDcoords,",0.5,0.1,174.0,0.02428
14h33m45.4392s +44d04m55.884s,PGC,UGC 9377,,,0.0,0.0,0.0,0.0,0.0,14h33m41.52s +44d04m51.6s,"UGCexclude,NEDcoords,",0.5,0.05,158.0,0.010177
12h54m48.9528s +44d09m20.16s,PGC,UGC 8039,,,0.0,0.0,0.0,0.0,0.0,12h54m48.72s +44d08m45.6s,"UGCexclude,NEDcoords,",0.55,0.2,107.0,0.054314
15h45m46.248s +44d14m52.872s,PGC,UGC 10028,,,0.0,0.0,0.0,0.0,0.0,15h45m45.36s +44d14m42s,"UGCexclude,NEDcoords,",0.5,0.15,163.0,0.034687
15h43m55.1016s +44d18m21.492s,PGC,UGC 10001,,,0.0,0.0,0.0,0.0,0.0,15h43m57.6s +44d18m36s,"UGCexclude,NEDcoords,",0.75,0.55,110.0,0.035675
13h15m15.6s +44d24m25.992s,PGC,UGC 8327,,,0.0,0.0,0.0,0.0,0.0,13h15m12.72s +44d24m10.8s,"UGCexclude,NEDcoords,NoPA,NedNoPA,HANDADJ Major Minor,",0.75,0.75,0.0,0.0367
13h36m33.6792s +44d35m56.94s,PGC,UGC 8603,,,0.0,0.0,0.0,0.0,0.0,13h36m36.96s +44d35m42s,"UGCexclude,NEDcoords,",0.55,0.4,170.0,0.008676
12h17m28.548s +44d48m40.464s,PGC,UGC 7320,,,0.0,0.0,0.0,0.0,0.0,12h17m23.04s +44d48m21.6s,"UGCexclude,NEDcoords,",0.55,0.3,75.0,0.001738
12h24m13.9968s +44d56m15.504s,PGC,UGC 7486,,,0.0,0.0,0.0,0.0,0.0,12h24m15.12s +44d56m24s,"UGCexclude,NEDcoords,",0.5,0.4,130.0,0.048026
14h29m23.4216s +45d04m19.38s,PGC,UGC 9314,,,0.0,0.0,0.0,0.0,0.0,14h29m23.04s +45d04m40.8s,"UGCexclude,NEDcoords,HANDADJ PA,",0.65,0.225,50.0,0.027746
12h02m43.7256s +45d11m27.996s,PGC,UGC 7022,,,0.0,0.0,0.0,0.0,0.0,12h02m45.36s +45d10m19.2s,"UGCexclude,NEDcoords,",0.5,0.1,55.0,0.002285
11h03m38.4264s +45d10m47.892s,PGC,UGC 6125,,,0.0,0.0,0.0,0.0,0.0,11h03m38.64s +45d10m48s,"UGCexclude,NEDcoords,",0.7,0.275,33.0,0.020548
14h15m08.0832s +45d35m41.46s,PGC,UGC 9125,,,0.0,0.0,0.0,0.0,0.0,14h15m07.92s +45d36m03.6s,"UGCexclude,NEDcoords,",0.6,0.3,120.0,0.015973
14h12m27.6s +45d41m28.284s,PGC,UGC 9098,,,0.0,0.0,0.0,0.0,0.0,14h12m32.4s +45d40m58.8s,"UGCexclude,NEDcoords,NoPA,NedNoPA,HANDADJ PA Major Minor,",0.72,0.3,90.0,0.027976
12h20m16.2408s +45d54m30.204s,PGC,UGC 7391,,,0.0,0.0,0.0,0.0,0.0,12h20m16.08s +45d55m22.8s,"UGCexclude,NEDcoords,",0.55,0.075,171.0,0.00204
11h04m36.7104s +45d59m07.044s,PGC,UGC 6136,,,0.0,0.0,0.0,0.0,0.0,11h04m38.64s +45d58m48s,"UGCexclude,NEDcoords,",0.95,0.25,7.0,0.025087
10h53m27.6504s +46d01m10.704s,PGC,UGC 6005,,,0.0,0.0,0.0,0.0,0.0,10h53m24s +46d00m00s,"UGCexclude,NEDcoords,",0.5,0.35,140.0,0.002746
10h37m41.8992s +46d02m33s,PGC,UGC 5778,,,0.0,0.0,0.0,0.0,0.0,10h37m40.56s +46d04m22.8s,"UGCexclude,NEDcoords,",0.5,0.05,111.0,0.017798
16h17m33.4992s +46d05m12.984s,PGC,UGC 10325,,,0.0,0.0,0.0,0.0,0.0,16h17m31.2s +46d05m42s,"UGCexclude,NEDcoords,NoMajor,NoMinor,NoPA,NedNoPA,HANDADJ Major Minor,",0.75,0.75,0.0,0.018983
11h55m33.4992s +46d13m18.012s,PGC,UGC 6902,,,0.0,0.0,0.0,0.0,0.0,11h55m35.52s +46d13m19.2s,"UGCexclude,NEDcoords,NoPA,NedNoPA,NedNoRedshift,HANDADJ Major Minor,",0.5,0.5,0.0,nan
14h01m57.6744s +46d18m42.876s,PGC,UGC 8947,,,0.0,0.0,0.0,0.0,0.0,14h01m58.32s +46d18m32.4s,"UGCexclude,NEDcoords,",0.55,0.15,9.0,0.006291
15h14m16.4232s +46d20m20.976s,PGC,UGC 9783,,,0.0,0.0,0.0,0.0,0.0,15h14m11.28s +46d20m52.8s,"UGCexclude,NEDcoords,",0.5,0.2,58.0,0.037351
12h13m36.8112s +46d29m38.292s,PGC,UGC 7228,,,0.0,0.0,0.0,0.0,0.0,12h13m30s +46d28m19.2s,"UGCexclude,NEDcoords,",0.65,0.15,178.0,0.025244
12h17m25.8552s +46d34m00.804s,PGC,UGC 7324,,,0.0,0.0,0.0,0.0,0.0,12h17m28.8s +46d33m21.6s,"UGCexclude,NEDcoords,",0.55,0.2,120.0,0.02357
13h11m15.12s +46d42m02.412s,PGC,UGC 8269,,,0.0,0.0,0.0,0.0,0.0,13h11m12.24s +46d42m03.6s,"UGCexclude,NEDcoords,",0.5,0.075,122.0,0.02737
12h05m28.8096s +46d46m46.992s,PGC,UGC 7078,,,0.0,0.0,0.0,0.0,0.0,12h05m26.4s +46d46m19.2s,"UGCexclude,NEDcoords,",0.65,0.125,165.0,0.031178
12h34m43.4088s +46d57m28.188s,PGC,UGC 7744,,,0.0,0.0,0.0,0.0,0.0,12h34m41.28s +46d58m30s,"UGCexclude,NEDcoords,",0.5,0.05,27.0,0.024449
15h31m21.2808s +47d01m24.384s,PGC,UGC 9883,,,0.0,0.0,0.0,0.0,0.0,15h31m12.48s +47d02m52.8s,"UGCexclude,NEDcoords,",0.5,0.06,97.0,0.021108
12h59m56.412s +47d12m20.016s,PGC,UGC 8112,,,0.0,0.0,0.0,0.0,0.0,12h59m57.36s +47d11m49.2s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.6,0.6,158.0,0.029007
16h02m51.3s +47d13m27.012s,PGC,UGC 10156,,,0.0,0.0,0.0,0.0,0.0,16h02m48.72s +47d12m46.8s,"UGCexclude,NEDcoords,NoPA,NedNoPA,NedNoRedshift,HANDADJ PA,",0.8,0.3,70.0,nan
15h44m07.0992s +47d17m40.704s,PGC,UGC 10004,,,0.0,0.0,0.0,0.0,0.0,15h44m09.6s +47d16m37.2s,"UGCexclude,NEDcoords,HANDADJ PA,",0.5,0.05,87.0,0.019777
12h03m24.7728s +47d21m50.22s,PGC,UGC 7033,,,0.0,0.0,0.0,0.0,0.0,12h03m27.12s +47d21m18s,"UGCexclude,NEDcoords,",0.7,0.25,168.0,0.032052
11h38m18.4992s +47d26m13.992s,PGC,UGC 6606,,,0.0,0.0,0.0,0.0,0.0,11h38m23.04s +47d26m24s,"UGCexclude,NEDcoords,NoPA,NedNoPA,NedNoRedshift,HANDADJ PA,",0.85,0.45,90.0,nan
14h13m45.828s +47d39m32.832s,PGC,UGC 9112,,,0.0,0.0,0.0,0.0,0.0,14h13m47.52s +47d39m00s,"UGCexclude,NEDcoords,",0.6,0.15,142.0,0.006848
13h36m31.2792s +47d44m13.704s,PGC,UGC 8601,,,0.0,0.0,0.0,0.0,0.0,13h36m27.84s +47d44m42s,"UGCexclude,NEDcoords,",0.55,0.25,165.0,0.007474
12h33m11.0736s +48d02m58.56s,PGC,UGC 7708,,,0.0,0.0,0.0,0.0,0.0,12h33m11.28s +48d04m26.4s,"UGCexclude,NEDcoords,",0.5,0.15,176.0,0.030481
13h14m06.4896s +48d09m22.608s,PGC,UGC 8316,,,0.0,0.0,0.0,0.0,0.0,13h14m04.32s +48d09m07.2s,"UGCexclude,NEDcoords,",0.5,0.125,167.0,0.008441
13h00m30.444s +48d18m30.564s,PGC,UGC 8119,,,0.0,0.0,0.0,0.0,0.0,13h00m26.4s +48d17m52.8s,"UGCexclude,NEDcoords,",0.85,0.2,46.0,0.028999
12h41m07.9608s +48d19m39.972s,PGC,UGC 7846,,,0.0,0.0,0.0,0.0,0.0,12h41m08.64s +48d21m32.4s,"UGCexclude,NEDcoords,",0.7,0.3,150.0,0.030454
14h37m01.56s +48d32m41.388s,PGC,UGC 9423,,,0.0,0.0,0.0,0.0,0.0,14h37m03.84s +48d32m02.4s,"UGCexclude,NEDcoords,",0.5,0.2,38.0,0.007202
10h22m46.4448s +48d38m13.632s,PGC,UGC 5605,,,0.0,0.0,0.0,0.0,0.0,10h22m47.52s +48d37m48s,"UGCexclude,NEDcoords,",0.55,0.4,60.0,0.049946
10h58m32.784s +48d46m50.376s,PGC,UGC 6055,,,0.0,0.0,0.0,0.0,0.0,10h58m24.48s +48d46m55.2s,"UGCexclude,NEDcoords,",0.6,0.1,153.0,0.002305
16h11m56.688s +48d53m50.856s,PGC,UGC 10266,,,0.0,0.0,0.0,0.0,0.0,16h11m49.44s +48d54m21.6s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.65,0.35,112.0,0.019774
14h45m08.8536s +49d05m57.372s,PGC,UGC 9508,,,0.0,0.0,0.0,0.0,0.0,14h45m06.96s +49d05m24s,"UGCexclude,NEDcoords,",0.65,0.45,165.0,0.010107
11h33m16.8696s +49d17m05.388s,PGC,UGC 6538,,,0.0,0.0,0.0,0.0,0.0,11h33m19.2s +49d17m24s,"UGCexclude,NEDcoords,NoPA,PANedMed,",0.5,0.5,158.0,0.010265
12h34m42.1128s +49d19m28.668s,PGC,UGC 7740,,,0.0,0.0,0.0,0.0,0.0,12h34m34.32s +49d21m28.8s,"UGCexclude,NEDcoords,",0.5,0.075,19.0,0.029529
12h17m15.96s +49d29m48.588s,PGC,UGC 7318,,,0.0,0.0,0.0,0.0,0.0,12h17m10.32s +49d29m20.4s,"UGCexclude,NEDcoords,",0.5,0.05,140.0,0.035581
12h58m39.4104s +49d59m31.596s,PGC,UGC 8094,,,0.0,0.0,0.0,0.0,0.0,12h58m37.92s +49d58m48s,"UGCexclude,NEDcoords,",0.5,0.2,78.0,0.036072
15h00m46.1136s +49d59m37.176s,PGC,UGC 9658,,,0.0,0.0,0.0,0.0,0.0,15h00m37.2s +49d59m09.6s,"UGCexclude,NEDcoords,",0.3,0.225,50.0,0.013581
11h55m10.2072s +50d09m19.224s,PGC,UGC 6888,,,0.0,0.0,0.0,0.0,0.0,11h55m11.76s +50d09m18s,"UGCexclude,NEDcoords,",0.5,0.1,154.0,0.033583
11h53m57.8088s +50d10m48.54s,PGC,UGC 6874,,,0.0,0.0,0.0,0.0,0.0,11h53m54.24s +50d12m18s,"UGCexclude,NEDcoords,NedNoRedshift,",0.55,0.25,105.0,nan
11h47m28.5456s +50d25m52.968s,PGC,UGC 6763,,,0.0,0.0,0.0,0.0,0.0,11h47m26.64s +50d26m20.4s,"UGCexclude,NEDcoords,",0.5,0.1,8.0,0.026406
13h46m28.7256s +50d29m36.096s,PGC,UGC 8712,,,0.0,0.0,0.0,0.0,0.0,13h46m39.6s +50d28m01.2s,"UGCexclude,NEDcoords,",0.6,0.06,68.0,0.015096
11h02m56.8008s +50d39m52.992s,PGC,UGC 6114,,,0.0,0.0,0.0,0.0,0.0,11h02m54.48s +50d40m51.6s,"UGCexclude,NEDcoords,NoPA,NedNoPA,NedNoRedshift,HANDADJ PA,",0.75,0.45,10.0,nan
11h46m57.5352s +50d42m07.704s,PGC,UGC 6755,,,0.0,0.0,0.0,0.0,0.0,11h46m56.88s +50d42m18s,"UGCexclude,NEDcoords,",0.55,0.3,67.0,0.02384
10h41m28.7568s +50d48m43.668s,PGC,UGC 5815,,,0.0,0.0,0.0,0.0,0.0,10h41m31.92s +50d49m19.2s,"UGCexclude,NEDcoords,",0.5,0.05,75.0,0.025284
12h34m48.9072s +50d48m18.576s,PGC,UGC 7746,,,0.0,0.0,0.0,0.0,0.0,12h34m45.6s +50d49m30s,"UGCexclude,NEDcoords,",0.55,0.25,28.0,0.039734
13h29m56.4888s +50d53m01.932s,PGC,UGC 8495,,,0.0,0.0,0.0,0.0,0.0,13h29m56.4s +50d54m32.4s,"UGCexclude,NEDcoords,",0.5,0.25,76.0,0.02542
11h09m36.4992s +50d55m38.3s,PGC,UGC 6202,,,0.0,0.0,0.0,0.0,0.0,11h09m40.32s +50d56m42s,"UGCexclude,NEDcoords,HANDADJ Coords,",0.5,0.075,70.0,0.003069
10h51m44.2008s +51d01m26.004s,PGC,UGC 5970,,,0.0,0.0,0.0,0.0,0.0,10h51m46.56s +51d02m02.4s,"UGCexclude,NEDcoords,NoPA,NedNoPA,HANDADJ Major Minor,",0.66,0.6,0.0,0.023813
14h55m07.86s +51d01m12.9s,PGC,UGC 9600,,,0.0,0.0,0.0,0.0,0.0,14h55m00.48s +51d02m52.8s,"UGCexclude,NEDcoords,",0.5,0.06,50.0,0.026213
14h51m57.324s +51d15m53.568s,PGC,UGC 9572,,,0.0,0.0,0.0,0.0,0.0,14h52m00.96s +51d16m44.4s,"UGCexclude,NEDcoords,",0.5,0.175,118.0,0.025921
14h44m52.7448s +51d20m44.772s,PGC,UGC 9511,,,0.0,0.0,0.0,0.0,0.0,14h45m08.64s +51d22m22.8s,"UGCexclude,NEDcoords,NoPA,PANedMed,HANDADJ Major Minor,",0.975,0.3,130.0,0.089673
13h13m21.456s +51d27m39.204s,PGC,UGC 8309,,,0.0,0.0,0.0,0.0,0.0,13h13m19.68s +51d29m06s,"UGCexclude,NEDcoords,",0.55,0.3,138.0,0.031549
13h03m41.1168s +51d29m45.204s,PGC,UGC 8168,,,0.0,0.0,0.0,0.0,0.0,13h03m41.04s +51d31m55.2s,"UGCexclude,NEDcoords,NedNoRedshift,",0.55,0.2,8.0,nan
13h02m40.416s +51d46m44.148s,PGC,UGC 8151,,,0.0,0.0,0.0,0.0,0.0,13h02m41.04s +51d46m55.2s,"UGCexclude,NEDcoords,NoPA,PANedMed,HANDADJ Major Minor,",0.77,0.77,103.0,0.05396
15h51m00.984s +51d47m14.028s,PGC,UGC 10071,,,0.0,0.0,0.0,0.0,0.0,15h51m03.84s +51d48m03.6s,"UGCexclude,NEDcoords,",0.55,0.3,95.0,0.029773
16h00m04.6032s +51d47m47.832s,PGC,UGC 10129,,,0.0,0.0,0.0,0.0,0.0,16h00m07.92s +51d49m37.2s,"UGCexclude,NEDcoords,",0.55,0.45,30.0,0.038116
